full_name,email_address,age,gender,phone_number,location,country,date_joined,lead_source,utm_campaign,utm_medium,notes,is_subscribed
  Julie Morgan  ,julie.m@outlook.com,38,F,(0117) 496 0718, West Arthur ,UK,2024-06-02,facebook_lead,camp_980,email,,True
  Logan Gaba  ,logan_gaba@gmail.com,41,M,+911200402342, Maheshtala ,India,2024-06-19,google_form,,cpc,VIP,True
  Mary Hernandez  ,mary_hernandez@gmail.com,18,F,, East Michelle ,Singapore,2022-02-26,partner_import,camp_471,cpc,,True
,laurie_campbell@outlook.com,,M,5188961642, North Melissaburgh ,Singapore,2022-05-04,facebook_lead,camp_317,cpc,follow up,False
  Upkaar Srinivas  ,,18,M,3845350021, Bulandshahr ,India,2023-01-26,google_form,camp_146,email,follow up,False
  Wriddhish Issac  ,wriddhish92@yahoo.com,24,M,06694365869, Tadepalligudem ,India,2022-05-14,google_form,camp_800,social,,False
  Anthony Jordan  ,anthony.jordan@yahoo.com,,F,02074960639,Lake Rosemaryville,UK,2024-05-31,google_form,,email,,True
  Lore Stiebitz  ,lorestiebitz@gmail.com,41,M,+49(0)6519 09862, Beilngries ,Germany,2024-01-17,google_form,,cpc,follow up,False
  Jenna Holt  ,jenna.h@yahoo.com,33,F,(0114)4960987, Kellyland ,UK,2023-03-22,facebook_lead,camp_370,social,,True
  Glenn Finley  ,glenn.f@yahoo.com,41,F,(777)900-4535, North Shelly ,USA,2022-07-11,partner_import,camp_209,organic,,True
,ekavir66@email.com,29,,5134455329,Mehsana,India,2024-04-19,webinar_signup,camp_409,organic,,False
  Kimberly Walker  ,,43,F,+1-722-785-7042x4025, Rebekahhaven ,USA,2023-01-15,google_form,camp_563,organic,follow up,False
  Widisha Gupta  ,widishagupta@email.com,26,M,05942831888, Moradabad ,India,2024-09-10,webinar_signup,camp_550,,,True
  Mitali Sahota  ,mitali.s@gmail.com,21,F,03342809115, Gorakhpur ,India,2024-06-04,google_form,camp_258,cpc,,True
  Naomi West  ,naomi_west@outlook.com,41,F,, Marcchester ,UK,2024-04-26,email_capture,camp_885,cpc,,True
  Ladli Uppal  ,ladli.uppal@yahoo.com,999,M,, Patna ,India,2022-10-21,webinar_signup,camp_727,email,,True
  Priya Prabhu  ,priya67@gmail.com,28,M,4765126749, Berhampore ,India,2023-04-15,email_capture,,cpc,VIP,True
  Ishanvi Kara  ,ishanvikara@gmail.com,44,F,01383456293, Barasat ,India,2024-04-07,email_capture,camp_614,social,do not contact,True
  Eshana Sami  ,eshana.s@email.com,32,M,01582230947,Vadodara,India,2024-03-14,email_capture,camp_139,email,,False
  Hema Sane  ,hema73@hotmail.com,35,M,, Rampur ,India,2024-03-04,email_capture,,organic,VIP,True
  Cassandra Clarke  ,cassandra.clarke@outlook.com,27,F,+1-739-877-0411x67881, Ricardomouth ,USA,2024-04-30,webinar_signup,camp_893,cpc,do not contact,False
  Jesse Myers  ,jesse.m@outlook.com,59,F,369-404-4846x73322, Amymouth ,USA,2022-05-14,google_form,,organic,,True
  Michael Marshall  ,michael.marshall@hotmail.com,,M,001-670-406-2394x599, Hillfort ,USA,2022-02-14,email_capture,,cpc,,False
  Robert Fields  ,robert14@outlook.com,36,M,+1-353-501-2033x980,Davisfurt,USA,2022-08-21,email_capture,camp_318,,,False
  Gunbir Muni  ,gunbir_muni@gmail.com,,F,07969389252,Baranagar,India,2023-10-05,facebook_lead,camp_221,,follow up,True
  Udarsh Solanki  ,udarsh63@yahoo.com,42,Other,,Sultan Pur Majra,India,2022-10-18,partner_import,camp_990,email,follow up,True
  Aishani Lall  ,aishani.lall@hotmail.com,35,F,, Jalandhar ,India,2024-02-08,facebook_lead,,email,,True
  Netra Kulkarni  ,netra_kulkarni@yahoo.com,59,M,01826971870, Tiruvottiyur ,India,2023-04-21,google_form,camp_332,email,do not contact,False
  Mark Dennis  ,mark82@hotmail.com,36,M,230 450 1896,Scottbury,Canada,2024-06-24,email_capture,camp_852,organic,,True
  Joanne Smith  ,joanne_smith@hotmail.com,41,F,+44(0)1614960782, Lake Geraldinehaven ,UK,2024-04-05,google_form,,,do not contact,True
,vedant45@outlook.com,36,M,00541919994, Bhilai ,India,2022-11-12,facebook_lead,,,,True
  Jason Srivastava  ,jason_srivastava@hotmail.com,26,M,, Jodhpur ,India,2023-10-23,facebook_lead,camp_251,social,VIP,True
  Douglas Walker  ,douglaswalker@outlook.com,,F,(768)590-5810x801,South Joshua,USA,2023-01-26,partner_import,,,do not contact,True
  Oliver Ganesan  ,oliver.g@hotmail.com,31,M,5893708103,Bidhannagar,India,2024-01-01,facebook_lead,camp_701,email,,False
  Anya Kapur  ,anya19@outlook.com,56,F,+918910049246,Jamshedpur,India,2022-03-29,google_form,,cpc,do not contact,True
  Matthew Parmer  ,matthew20@outlook.com,19,,, Bangalore ,India,2023-11-07,partner_import,camp_718,social,,True
  Christian Mellor  ,christianmellor@gmail.com,,Other,+44117 496 0748, McDonaldton ,UK,2022-01-28,email_capture,camp_774,social,follow up,True
  Lindsey Nguyen  ,lindsey.n@outlook.com,26,F,802.777.2871x565, Terryshire ,USA,2023-03-02,partner_import,,,follow up,True
  Radhika Sarkar  ,radhika.s@yahoo.com,57,F,00429579035,Ranchi,India,2023-02-05,webinar_signup,camp_734,organic,,True
  Lila Madan  ,lila.madan@outlook.com,31,F,+918235984887, Vijayawada ,India,2023-05-01,partner_import,camp_843,,,True
  Omya Mandal  ,omyamandal@email.com,53,F,4121234960, Madanapalle ,India,2023-02-11,email_capture,,,,True
  Samarth Tata  ,samarthtata@gmail.com,20,F,+916272352643, Hubli–Dharwad ,India,2023-10-01,email_capture,,email,,True
  Tammy Glenn  ,tammy86@outlook.com,31,F,803.266.4214, Fitzgeraldport ,Canada,2023-05-30,email_capture,camp_429,email,VIP,False
  Paul Powell  ,paulpowell@yahoo.com,34,M,+1-521-947-6492x5158,Mcclurefort,Singapore,2024-02-14,partner_import,camp_186,,,True
  Indrajit Korpal  ,indrajit_korpal@outlook.com,35,F,8705716298,Mehsana,India,2024-05-27,email_capture,camp_924,organic,,False
  Rebecca Munoz  ,rebecca.m@email.com,18,M,1 (715) 837-7674, Port Robertostad ,Canada,2023-04-05,webinar_signup,camp_819,social,follow up,True
  Kashvi Mittal  ,kashvi_mittal@outlook.com,56,F,7009646146, Kottayam ,India,2023-12-30,webinar_signup,camp_463,email,,True
  Christina Hamilton  ,christina.hamilton@outlook.com,52,F,+1 (910) 857-3278,West Taylorland,Canada,2025-12-31,partner_import,camp_799,email,,False
  Yash Vala  ,yashvala@email.com,35,M,5601668586, Gandhidham ,India,2022-04-23,facebook_lead,,,VIP,True
  Joshua Brown  ,joshua.brown@gmail.com,24,M,+61 7 0442 7173, Whitefort ,Australia,2023-02-13,webinar_signup,camp_125,social,do not contact,True
  Elizabeth Phillips  ,elizabeth68@gmail.com,28,F,, Wilsonhaven ,USA,2024-08-26,facebook_lead,camp_754,organic,,True
  Gaurangi Kashyap  ,gaurangi75@email.com,35,F,2497539303, Aurangabad ,India,2023-05-16,webinar_signup,camp_589,,,True
  Sathvik Dass  ,sathvik.dass@hotmail.com,50,M,, Deoghar ,India,2023-01-11,partner_import,camp_834,,do not contact,True
  Rebecca Woods  ,rebecca_woods@outlook.com,56,F,224 386 4908, New Danielchester ,Canada,2023-08-20,email_capture,,social,,True
  Ryan Sengupta  ,ryan_sengupta@yahoo.com,,F,8037171865,Sirsa,India,2024-08-04,facebook_lead,camp_706,,,True
  Bhavani Rau  ,bhavani.rau@yahoo.com,41,Other,+912046545656, Korba ,India,2023-05-31,email_capture,camp_887,,VIP,False
  Lekha Kadakia  ,,31,F,03813922230, South Dumdum ,India,2024-07-25,email_capture,camp_921,social,,True
  Gunbir Bhandari  ,,38,F,+917998204879, Panchkula ,India,2023-04-15,facebook_lead,,organic,do not contact,False
  Michael Wu  ,michael.w@gmail.com,45,F,, Santosville ,USA,2024-07-30,webinar_signup,camp_643,social,follow up,False
  Morgan Bishop  ,morgan_bishop@outlook.com,36,M,001-221-445-7445x203,Mccoyview,USA,2024-06-10,google_form,,,VIP,True
  Chakradhar Chanda  ,chakradharchanda@email.com,21,M,+913357937759,Jodhpur,India,2022-07-11,facebook_lead,,social,follow up,False
  Zoe Thorpe  ,SENOLNETTE@HOTMAIL.COM,32,F,+44(0)151 4960232, Tracychester ,UK,2023-08-25,email_capture,camp_186,organic,VIP,True
  Praneel Dayal  ,praneel_dayal@hotmail.com,28,F,9292013370,Pondicherry,India,2024-05-24,webinar_signup,camp_630,email,,True
  Steven Johnson  ,stevenjohnson@outlook.com,,F,001-282-440-3532x1244, Port Samuel ,USA,2023-02-08,google_form,,organic,VIP,False
  Urvi Loke  ,,59,M,0850749113, Siwan ,India,2024-08-18,google_form,,,,True
  Krish Hegde  ,krish.hegde@gmail.com,,M,09649382683, Mathura ,India,2023-02-03,google_form,,cpc,VIP,True
  Robert Marshall  ,robert_marshall@email.com,,M,1-354-918-0172, Williamschester ,Canada,2022-08-21,webinar_signup,camp_511,,,True
  Akshay Bahl  ,akshay_bahl@gmail.com,31,F,,Ghaziabad,India,2022-03-31,facebook_lead,,cpc,,False
  Keith Houston  ,keith.h@outlook.com,,F,4947121805, Armstrongshire ,USA,2023-11-04,email_capture,,email,,False
  Ashley Zimmerman  ,ashley68@email.com,46,M,,Port Kevin,USA,2023-02-15,partner_import,camp_515,social,,False
  Bhanumati Tara  ,bhanumati.tara@hotmail.com,35,M,6194561581, Aurangabad ,India,2022-01-10,email_capture,camp_832,,,True
  Paul-Heinz Rogner  ,paul-heinz.r@gmail.com,,,+49(0)0851403696, Waren ,Germany,2024-08-09,email_capture,,email,VIP,True
  Joseph Burke  ,joseph74@yahoo.com,25,F,, Lake Gina ,Singapore,2024-02-05,facebook_lead,,email,VIP,True
  Advay Rao  ,advay.r@outlook.com,28,M,9942922319, Dibrugarh ,India,2022-04-25,facebook_lead,,social,,False
  Sylvia Madden  ,sylviamadden@gmail.com,33,F,885-871-3399x627, East Tristanport ,USA,2022-10-03,email_capture,,social,,True
  Daniel Fernandez  ,daniel.f@outlook.com,52,M,+61-3-9174-1011,Kimberlytown,Australia,2022-03-15,webinar_signup,camp_434,,,False
  Hemal Virk  ,,38,F,3201089810, Kozhikode ,India,2024-03-29,email_capture,camp_544,organic,do not contact,True
  Victor Divan  ,victor78@yahoo.com,,M,2747830194, Amravati ,India,2022-08-02,google_form,camp_589,cpc,VIP,True
  Abeer Upadhyay  ,,,M,3444253742, Khora  ,India,2023-07-16,webinar_signup,camp_578,organic,,True
  Nancy Evans  ,,42,M,979-452-3219 x416, North Randalltown ,Canada,2022-05-08,webinar_signup,camp_751,social,VIP,True
  Charita Chanda  ,,41,M,08584770239, Guna ,India,2022-04-10,facebook_lead,camp_417,organic,,True
  Ranveer Bumb  ,ranveer93@email.com,25,M,+919157191043, Gangtok ,India,2022-12-15,facebook_lead,camp_742,email,,True
  Lori Wilson  ,lori1@hotmail.com,58,F,520-229-1381,West Brittanyport,USA,2022-01-27,google_form,,email,,False
  Parth Khatri  ,parth94@gmail.com,28,M,01024250596, Aligarh ,India,2024-05-26,facebook_lead,camp_809,cpc,follow up,True
  Stanley Taylor  ,,18,Other,(0114) 4960364, Leahburgh ,UK,2022-10-25,webinar_signup,,social,,True
  Ann Martin  ,ann_martin@yahoo.com,41,F,390.388.8196x64523, New Ericborough ,USA,2024-09-29,partner_import,camp_841,email,,False
  Douglas Holmes  ,douglasholmes@outlook.com,36,M,0118 496 0631, East Matthew ,UK,2024-05-20,partner_import,camp_165,,,True
  Daksh Puri  ,daksh50@email.com,30,M,+916844187768,Chandigarh,India,2024-04-03,webinar_signup,,organic,,True
  Upasna Sane  ,upasna_sane@hotmail.com,44,F,8729620429, Ambarnath ,India,2023-11-22,google_form,camp_565,cpc,,False
  Duncan Roberts  ,duncan.roberts@yahoo.com,54,F,, Oliverton ,UK,2022-10-13,webinar_signup,,organic,,False
  George Woods  ,george.woods@gmail.com,35,M,+1 (397) 499-5641, North James ,Canada,2023-12-30,email_capture,camp_259,cpc,,True
  Gaurang Bhardwaj  ,gaurang.b@email.com,50,M,+914100825923, Munger ,India,2022-06-06,partner_import,,organic,VIP,True
  Hemangini Chatterjee  ,hemangini.chatterjee@hotmail.com,33,F,+917682515288,Kalyan-Dombivli,India,2024-02-17,partner_import,camp_485,organic,follow up,False
  Dayita Saha  ,dayita89@email.com,38,M,+915469050849, Chandigarh ,India,2023-07-02,partner_import,,,,True
  Vaishnavi Atwal  ,vaishnaviatwal@hotmail.com,37,M,02047308788, Bathinda ,India,2023-05-08,google_form,,organic,follow up,True
  Jonathan Raju  ,jonathanraju@email.com,,M,+912284413335, Akola ,India,2022-01-02,google_form,,email,,True
  Ethan Bhasin  ,ethan.bhasin@yahoo.com,40,M,+917700233582,Bathinda,India,2022-01-31,email_capture,camp_109,email,,False
  Arjun Sarkar  ,arjun.sarkar@yahoo.com,42,F,+917415708832,Vadodara,India,2024-03-23,facebook_lead,camp_921,cpc,follow up,True
  Aishani Char  ,aishani.char@hotmail.com,20,F,01435434918, Aizawl ,India,2022-10-20,email_capture,camp_975,email,VIP,True
  Hiral Murty  ,hiral77@hotmail.com,,F,04643330403, Sonipat ,India,2022-02-25,google_form,,organic,VIP,True
  Finn Tella  ,finntella@gmail.com,30,M,+915853506292, Jorhat ,India,2022-11-05,partner_import,,cpc,VIP,True
  Bahadurjit Majumdar  ,bahadurjit77@gmail.com,31,Other,,Bettiah,India,2024-07-08,webinar_signup,,cpc,,True
  James Long  ,jameslong@yahoo.com,27,M,+1-231-672-3667, South Christopherborough ,USA,2024-03-06,partner_import,,,VIP,True
  Reece Walsh  ,reece.walsh@yahoo.com,38,F,+44(0)115 4960044, Lake Luke ,UK,2022-04-27,google_form,camp_348,social,do not contact,True
  Lakshmi Pandit  ,MARIA.GONZALEZ@EMAIL.COM,44,M,06850220805, Tinsukia ,India,2024-06-19,google_form,,email,,True
  Ralph Lachmann  ,ralph17@email.com,36,F,0683272386, Lübz ,Germany,2023-01-02,partner_import,camp_161,cpc,,False
  Hannah Winters  ,hannah_winters@yahoo.com,21,F,, Port Erik ,USA,2023-08-29,webinar_signup,camp_920,cpc,,True
  Kathryn Andersen  ,,28,M,749-256-0714x876, Chavezberg ,USA,2024-03-23,email_capture,camp_868,social,,True
  Chameli Tandon  ,chamelitandon@email.com,31,F,9279513246,Aurangabad,India,2024-07-12,webinar_signup,camp_127,cpc,,True
  Michael Heath  ,,43,F,323.316.3160x378, West Kayleemouth ,USA,2022-05-17,webinar_signup,camp_810,,,True
  Tiffany Maddox  ,tiffany_maddox@hotmail.com,37,M,299.263.0667,Brittneyview,USA,2022-08-20,google_form,,,follow up,True
  Peggy Hernandez  ,peggy.hernandez@hotmail.com,35,F,+61-400-642-569, St. Timothyfurt ,Australia,2024-07-31,facebook_lead,camp_813,organic,follow up,False
  Richard Harper  ,richard.h@yahoo.com,35,F,(269)232-3370x0715, Delacruzland ,USA,2023-08-23,partner_import,,email,,True
  Ranbir Pingle  ,ranbir_pingle@yahoo.com,26,,1461201407, Panipat ,India,2024-08-22,partner_import,,,follow up,True
  Andrew Ahluwalia  ,andrew.ahluwalia@gmail.com,31,F,07160108317,Tirupati,India,2023-03-02,facebook_lead,camp_936,cpc,,True
  Joshua Williams  ,joshua82@hotmail.com,52,F,(533)423-4306x58744, South Matthew ,USA,2023-10-26,partner_import,camp_638,organic,VIP,True
  Danielle Gill  ,FRAnCiScO_KElLy@Gmail.COm,45,M,01144960159,Philipchester,UK,2024-04-08,email_capture,,cpc,follow up,True
  Jessica Pittman  ,jessica.pittman@yahoo.com,20,F,, New Stephanietown ,USA,2022-12-06,facebook_lead,,social,VIP,True
  Qushi Jain  ,qushi91@yahoo.com,,M,+911553397531, Khammam ,India,2022-05-21,partner_import,,cpc,do not contact,True
  Julie Davies  ,MORGAN.WILLIAMS@GMAIL.COM,40,M,+44(0)909 8790162, North Alexandra ,UK,2022-07-01,webinar_signup,camp_488,email,,True
  Tamara Calhoun  ,tamara14@hotmail.com,44,M,423.567.8838x73693, North Jonathanbury ,USA,2023-10-22,email_capture,camp_467,cpc,,True
  Robert Gonzales  ,robert.gonzales@gmail.com,18,M,446.264.8674x16371, Perezmouth ,USA,2023-06-10,email_capture,camp_116,email,VIP,False
  Karan Prashad  ,karan23@hotmail.com,18,F,+912240002593, Thanjavur ,India,2023-01-05,google_form,,organic,VIP,True
  Donna Begum  ,donna.begum@outlook.com,37,F,0191 4960984, Youngbury ,UK,2023-10-24,partner_import,,social,do not contact,True
  Mason Zamora  ,mason59@outlook.com,48,M,001-677-260-1458, North Karaview ,USA,2023-02-02,google_form,,cpc,,True
  German Hövel  ,german.h@email.com,28,M,(02201) 02762,Dessau,Germany,2022-04-05,google_form,camp_617,social,,True
  Fiyaz Walia  ,fiyaz_walia@email.com,39,M,+915002287408, Serampore ,India,2022-10-07,facebook_lead,camp_390,email,do not contact,True
  Vinaya Varughese  ,vinaya.v@gmail.com,46,M,4235180264, Bhubaneswar ,India,2024-07-31,webinar_signup,camp_725,social,,True
  Charvi Dewan  ,charvidewan@outlook.com,38,F,8416344779, Shivpuri ,India,2022-07-27,webinar_signup,camp_146,email,do not contact,True
  Omaja Issac  ,omaja.issac@email.com,28,M,2055157045, Ahmednagar ,India,2022-08-25,partner_import,camp_353,social,,False
  Advay Mann  ,advay.m@yahoo.com,51,M,+914948159882, Hazaribagh ,India,2022-11-24,webinar_signup,camp_216,organic,do not contact,True
  Grace Blake  ,grace.b@hotmail.com,38,M,08081570559,Nelsonbury,UK,2022-02-10,partner_import,camp_666,organic,,True
  Upma Master  ,upmamaster@hotmail.com,46,F,03373140290,Jaipur,India,2023-12-01,google_form,camp_809,cpc,follow up,True
  Chandresh Cherian  ,chandreshcherian@hotmail.com,46,M,0391114075, Aurangabad ,India,2023-08-26,facebook_lead,camp_369,social,,True
  Upadhriti Yogi  ,upadhriti_yogi@gmail.com,41,F,02163484430,Kakinada,India,2024-04-24,webinar_signup,,email,VIP,True
  Eric Simpson  ,ericsimpson@outlook.com,27,F,, New Charleston ,Singapore,2022-07-03,partner_import,,organic,,True
  Charvi Lal  ,charvi.l@outlook.com,24,M,7550823828, Singrauli ,India,2023-08-19,facebook_lead,camp_872,social,,True
  Johnny Miller  ,johnny.m@hotmail.com,45,Other,328.314.3611x686, Paultown ,USA,2022-06-23,facebook_lead,camp_312,,,True
  Faris Kaul  ,faris_kaul@gmail.com,,F,01958807327, Aizawl ,India,2023-12-01,email_capture,camp_605,organic,follow up,False
  Lajita Kapoor  ,lajita.kapoor@gmail.com,36,F,05428468638, Belgaum ,India,2023-04-07,facebook_lead,,email,,True
  Megan Norman  ,megan_norman@gmail.com,53,,, Mathewport ,Australia,2023-10-21,webinar_signup,,organic,,True
  Charles Kadakia  ,charles_kadakia@email.com,30,F,, Kolhapur ,India,2023-02-08,partner_import,,organic,,True
  Lisa Horton  ,lisahorton@email.com,36,F,(503) 723-6831,Hernandezchester,Canada,2022-02-27,partner_import,camp_443,cpc,,False
  Vansha Master  ,,46,F,+912655859245, Dehradun ,India,2022-09-04,facebook_lead,camp_231,email,follow up,False
  Michele Rich  ,michelerich@outlook.com,,M,718-692-6055, Mataview ,USA,2022-08-30,webinar_signup,camp_411,cpc,,False
  Gregory Sanders  ,gregory_sanders@email.com,,M,268.543.7714,Natalieview,USA,2023-08-03,google_form,,cpc,do not contact,True
  Warinder Kota  ,warinder.kota@outlook.com,49,F,+910818548051,Noida,India,2023-04-20,google_form,camp_439,organic,VIP,True
  William Dixon  ,william6@email.com,,F,(417)894-5491x80172, North Robertport ,Singapore,2023-11-28,partner_import,camp_281,organic,,True
,crystal_edwards@yahoo.com,38,Other,495-966-0030x11962,East Tanya,USA,2023-05-10,partner_import,,,,True
  Zaitra Vig  ,zaitra_vig@outlook.com,30,M,2737490994, Mehsana ,India,2022-01-05,partner_import,camp_296,email,follow up,True
  Richard Chen  ,richard52@hotmail.com,46,M,+61-415-851-743,North Tammy,Australia,2023-03-05,partner_import,,cpc,,True
  Mary Lloyd  ,marylloyd@gmail.com,19,M,(0115) 496 0234, Milesshire ,UK,2023-06-24,google_form,camp_333,organic,,True
  Gavin Walla  ,gavin55@outlook.com,32,F,, Ahmednagar ,India,2024-07-26,google_form,camp_453,social,follow up,True
  Franca Liebelt  ,franca_liebelt@hotmail.com,,M,09692 786876,Garmisch-Partenkirchen,Germany,2022-07-07,partner_import,,email,,True
  Tarak Panchal  ,SAMUEL42@YAHOO.COM,47,F,07337025556, Ramagundam ,India,2024-10-08,facebook_lead,camp_224,social,follow up,False
  Nicholas Matthews  ,nicholas_matthews@email.com,27,M,721-973-6838x509, Port Brendaview ,USA,2023-10-29,webinar_signup,camp_377,cpc,,True
  William Jones  ,william_jones@hotmail.com,49,F,, Jonesbury ,UK,2022-05-01,google_form,camp_519,organic,,False
  Ricky Shaw  ,ricky.s@yahoo.com,45,F,, Michaelton ,UK,2023-03-06,partner_import,camp_470,cpc,do not contact,True
  Anthony Moran  ,anthony.moran@yahoo.com,33,F,001-816-650-8113,East Joshuahaven,USA,2024-04-23,facebook_lead,camp_747,email,VIP,True
  Courtney Hoffman  ,courtney47@outlook.com,35,F,,West Lisastad,USA,2023-05-06,email_capture,camp_507,cpc,VIP,False
  Lee Ramsey  ,lee47@yahoo.com,53,F,, Wilsonburgh ,Singapore,2024-04-27,facebook_lead,camp_162,cpc,VIP,False
  Cheryl Roberts  ,,33,F,, Gordonstad ,UK,2022-06-06,google_form,camp_936,email,,True
  Jonathan Austin  ,jonathan.a@gmail.com,41,F,(469)254-2175x6275, North Robertland ,USA,2022-08-12,webinar_signup,,email,do not contact,True
  Deborah Griffin  ,deborah.griffin@yahoo.com,39,M,547-594-5923x516, South Joshua ,USA,2022-02-02,partner_import,camp_943,cpc,,True
